Source,Target,Weight,Direction of correlation,Correlation P-value,PD-associated
Granulicatella_elegans,Harryflintia_acetispora,0.0634,-,0.013,Yes
Granulicatella_elegans,Clostridium_leptum,0.1122,-,0.001,Yes
Granulicatella_elegans,Eubacterium_siraeum,0.1225,-,0.001,No
Granulicatella_elegans,Ruminococcaceae_bacterium_D5,0.0573,-,0.025,Yes
Granulicatella_elegans,Ruminococcus_bicirculans,0.0462,-,0.049,Yes
Granulicatella_elegans,Ruminococcus_bromii,0.1012,-,0.001,No
Granulicatella_elegans,Ruminococcus_lactaris,0.062,-,0.012,Yes
Granulicatella_elegans,Ruminococcus_obeum_CAG_39,0.0601,+,0.034,No
Granulicatella_elegans,Ruminococcus_sp_CAG_488,0.0601,+,0.004,No
Granulicatella_elegans,Ruminococcus_sp_CAG_563,0.0489,+,0.006,No
Granulicatella_elegans,Ruminococcus_sp_CAG_624,0.0365,+,0.007,No
Granulicatella_elegans,Ruthenibacterium_lactatiformans,0.0592,-,0.031,Yes
Granulicatella_elegans,Absiella_dolichum,0.1006,+,0.002,No
Granulicatella_elegans,Candidatus_Stoquefichus_sp_KLE1796,0.0966,+,0.004,No
Granulicatella_elegans,Clostridium_innocuum,0.0592,+,0.017,Yes
Granulicatella_elegans,Erysipelatoclostridium_ramosum,0.1065,+,0.001,No
Granulicatella_elegans,Erysipelothrix_larvae,0.0654,+,0.015,No
Granulicatella_elegans,Faecalicoccus_pleomorphus,0.027,+,0.02,No
Granulicatella_elegans,Holdemania_filiformis,0.0674,-,0.007,No
Granulicatella_elegans,Massiliomicrobiota_timonensis,0.0421,+,0.035,No
Granulicatella_elegans,Firmicutes_bacterium_CAG_145,0.0589,-,0.024,No
Granulicatella_elegans,Firmicutes_bacterium_CAG_170,0.0325,+,0.031,No
Granulicatella_elegans,Firmicutes_bacterium_CAG_238,0.0676,+,0.006,No
Granulicatella_elegans,Firmicutes_bacterium_CAG_555,0.0227,+,0.022,No
Granulicatella_elegans,Firmicutes_bacterium_CAG_646,0.0448,+,0.041,No
Granulicatella_elegans,Firmicutes_bacterium_CAG_83,0.0549,-,0.024,No
Granulicatella_elegans,Firmicutes_bacterium_CAG_94,0.0944,-,0.002,No
Granulicatella_elegans,Megamonas_funiformis,0.0343,+,0.027,No
Granulicatella_elegans,Megamonas_funiformis_CAG_377,0.0516,+,0.023,No
Granulicatella_elegans,Megamonas_hypermegale,0.0316,+,0.034,No
Granulicatella_elegans,Mitsuokella_jalaludinii,0.0617,+,0.003,No
Granulicatella_elegans,Mitsuokella_multacida,0.0673,+,0.005,No
Granulicatella_elegans,Allisonella_histaminiformans,0.1111,+,0.003,No
Granulicatella_elegans,Anaeroglobus_geminatus,0.0421,+,0.011,No
Granulicatella_elegans,Megasphaera_elsdenii,0.0328,+,0.016,No
Granulicatella_elegans,Megasphaera_micronuciformis,0.0735,+,0.007,No
Granulicatella_elegans,Megasphaera_sp_MJR8396C,0.1044,+,0.004,Yes
Granulicatella_elegans,Megasphaera_stantonii,0.0869,+,0.005,No
Granulicatella_elegans,Veillonella_infantium,0.0722,+,0.022,No
Granulicatella_elegans,Veillonella_parvula,0.0755,+,0.009,No
Granulicatella_elegans,Veillonella_seminalis,0.0877,+,0.01,No
Granulicatella_elegans,Veillonella_sp_CAG_933,0.0859,+,0.006,No
Granulicatella_elegans,Veillonella_sp_T11011_6,0.0329,+,0.017,No
Granulicatella_elegans,Veillonella_tobetsuensis,0.1589,+,0.001,No
Granulicatella_elegans,Parvimonas_micra,0.0429,+,0.006,No
Granulicatella_elegans,Peptoniphilus_coxii,0.053,+,0.008,No
Granulicatella_elegans,Peptoniphilus_harei,0.0498,+,0.001,No
Granulicatella_elegans,Fusobacterium_mortiferum,0.0395,+,0.008,No
Granulicatella_elegans,Fusobacterium_naviforme,0.0431,+,0.005,No
Granulicatella_elegans,Fusobacterium_nucleatum,0.0732,+,0.01,No
Granulicatella_elegans,Fusobacterium_sp_CAG_439,0.0445,+,0.027,No
Granulicatella_elegans,Fusobacterium_ulcerans,0.0737,+,0.014,No
Granulicatella_elegans,Fusobacterium_varium,0.086,+,0.023,No
Granulicatella_elegans,Victivallis_vadensis,0.034,+,0.017,No
Granulicatella_elegans,Oligella_urethralis,0.0455,+,0.004,No
Granulicatella_elegans,Lautropia_mirabilis,0.0618,+,0.008,No
Granulicatella_elegans,Comamonas_kerstersii,0.0554,+,0.006,No
Granulicatella_elegans,Parasutterella_excrementihominis,0.0566,-,0.02,No
Granulicatella_elegans,Bilophila_wadsworthia,0.0938,-,0.001,No
Granulicatella_elegans,Desulfovibrionaceae_bacterium,0.0304,+,0.029,No
Granulicatella_elegans,Campylobacter_concisus,0.0776,+,0.004,No
Granulicatella_elegans,Campylobacter_gracilis,0.0676,+,0.032,No
Granulicatella_elegans,Campylobacter_hominis,0.0388,+,0.005,No
Granulicatella_elegans,Aeromonas_allosaccharophila,0.0695,+,0.007,No
Granulicatella_elegans,Aeromonas_veronii,0.0719,+,0.007,No
Granulicatella_elegans,Anaerobiospirillum_thomasii,0.0643,+,0.005,No
Granulicatella_elegans,Succinatimonas_hippei,0.0763,+,0.002,No
Granulicatella_elegans,Citrobacter_amalonaticus,0.0936,+,0.012,No
Granulicatella_elegans,Citrobacter_braakii,0.0452,+,0.009,No
Granulicatella_elegans,Citrobacter_europaeus,0.0497,+,0.002,No
Granulicatella_elegans,Citrobacter_farmeri,0.0564,+,0.012,No
Granulicatella_elegans,Citrobacter_freundii,0.0725,+,0.024,No
Granulicatella_elegans,Citrobacter_koseri,0.0435,+,0.003,No
Granulicatella_elegans,Citrobacter_pasteurii,0.0671,+,0.005,No
Granulicatella_elegans,Citrobacter_portucalensis,0.0751,+,0.002,No
Granulicatella_elegans,Citrobacter_werkmanii,0.0625,+,0.013,No
Granulicatella_elegans,Citrobacter_youngae,0.0763,+,0.02,No
Granulicatella_elegans,Enterobacter_cloacae_complex,0.1354,+,0.002,No
Granulicatella_elegans,Enterobacter_mori,0.1863,+,0.001,No
Granulicatella_elegans,Klebsiella_michiganensis,0.03,+,0.019,No
Granulicatella_elegans,Kluyvera_ascorbata,0.05,+,0.013,No
Granulicatella_elegans,Pluralibacter_gergoviae,0.0607,+,0.004,No
Granulicatella_elegans,Raoultella_ornithinolytica,0.0701,+,0.002,No
Granulicatella_elegans,Raoultella_planticola,0.0602,+,0.01,No
Granulicatella_elegans,Hafnia_paralvei,0.0413,+,0.007,No
Granulicatella_elegans,Morganella_morganii,0.0607,+,0.009,No
Granulicatella_elegans,Proteus_mirabilis,0.0844,+,0.012,No
Granulicatella_elegans,Aggregatibacter_segnis,0.0724,+,0.006,No
Granulicatella_elegans,Haemophilus_sputorum,0.1823,+,0.001,No
Granulicatella_elegans,Pseudomonas_aeruginosa_group,0.0516,+,0.015,No
Granulicatella_elegans,Pseudomonas_fragi,0.0472,+,0.005,No
Granulicatella_elegans,Pseudomonas_helleri,0.1937,+,0.001,No
Granulicatella_elegans,Cloacibacillus_evryensis,0.0782,-,0.007,Yes
Granulicatella_elegans,Fretibacterium_fastidiosum,0.0576,+,0.004,No
Granulicatella_elegans,Pyramidobacter_piscolens,0.054,+,0.008,No
Granulicatella_elegans,Pyramidobacter_sp_C12_8,0.0507,+,0.004,No
Granulicatella_elegans,Akkermansia_muciniphila,0.0661,-,0.014,No
Granulicatella_elegans,Candida_albicans,0.0421,+,0.005,No
Granulicatella_elegans,Saccharomyces_cerevisiae,0.181,+,0.001,No
Granulicatella_elegans,Blastocystis_sp_subtype_1,0.0644,+,0.004,No
Enterococcus_avium,Enterococcus_casseliflavus,0.0672,+,0.008,Yes
Enterococcus_avium,Enterococcus_faecium,0.0409,+,0.048,Yes
Enterococcus_avium,Enterococcus_gallinarum,0.2387,+,0.001,Yes
Enterococcus_avium,Enterococcus_raffinosus,0.0795,+,0.003,Yes
Enterococcus_avium,Lactobacillus_acidophilus,0.0484,+,0.003,Yes
Enterococcus_avium,Lactobacillus_algidus,0.0483,+,0.01,Yes
Enterococcus_avium,Lactobacillus_amylovorus,0.057,+,0.004,Yes
Enterococcus_avium,Lactobacillus_animalis,0.0341,+,0.041,Yes
Enterococcus_avium,Lactobacillus_crispatus,0.0511,+,0.011,Yes
Enterococcus_avium,Lactobacillus_delbrueckii,0.03,+,0.026,Yes
Enterococcus_avium,Lactobacillus_farciminis,0.06,+,0.01,Yes
Enterococcus_avium,Lactobacillus_fuchuensis,0.0795,+,0.006,Yes
Enterococcus_avium,Lactobacillus_gasseri,0.0284,+,0.028,Yes
Enterococcus_avium,Lactobacillus_helveticus,0.0764,+,0.005,Yes
Enterococcus_avium,Lactobacillus_johnsonii,0.0422,+,0.008,Yes
Enterococcus_avium,Lactobacillus_kalixensis,0.0458,+,0.003,Yes
Enterococcus_avium,Lactobacillus_mucosae,0.0743,+,0.017,Yes
Enterococcus_avium,Lactobacillus_oris,0.0389,+,0.015,Yes
Enterococcus_avium,Lactobacillus_pentosus,0.0761,+,0.006,Yes
Enterococcus_avium,Lactobacillus_plantarum,0.0525,+,0.039,Yes
Enterococcus_avium,Lactobacillus_reuteri,0.0306,+,0.039,Yes
Enterococcus_avium,Lactobacillus_rhamnosus,0.0879,+,0.02,Yes
Enterococcus_avium,Lactobacillus_sakei,0.0622,+,0.012,Yes
Enterococcus_avium,Pediococcus_acidilactici,0.0474,+,0.014,Yes
Enterococcus_avium,Pediococcus_argentinicus,0.0446,+,0.005,Yes
Enterococcus_avium,Leuconostoc_carnosum,0.0703,+,0.007,Yes
Enterococcus_avium,Leuconostoc_citreum,0.0424,+,0.013,Yes
Enterococcus_avium,Leuconostoc_gelidum,0.0413,+,0.018,Yes
Enterococcus_avium,Leuconostoc_lactis,0.0582,+,0.004,Yes
Enterococcus_avium,Weissella_cibaria,0.0439,+,0.013,Yes
Enterococcus_avium,Streptococcus_agalactiae,0.0544,+,0.007,Yes
Enterococcus_avium,Streptococcus_cristatus,0.0456,+,0.016,Yes
Enterococcus_avium,Streptococcus_downei,0.0597,+,0.006,Yes
Enterococcus_avium,Streptococcus_gordonii,0.0869,-,0.01,Yes
Enterococcus_avium,Streptococcus_infantarius,0.0748,+,0.005,Yes
Enterococcus_avium,Streptococcus_lutetiensis,0.0275,+,0.02,Yes
Enterococcus_avium,Streptococcus_milleri,0.0501,+,0.02,Yes
Enterococcus_avium,Streptococcus_pasteurianus,0.0503,+,0.027,Yes
Enterococcus_avium,Streptococcus_sobrinus,0.0644,+,0.009,Yes
Enterococcus_avium,Streptococcus_sp_HMSC071D03,0.0653,+,0.016,Yes
Enterococcus_avium,Streptococcus_sp_HPH0090,0.0537,+,0.006,Yes
Enterococcus_avium,Streptococcus_thermophilus,0.0549,+,0.049,Yes
Enterococcus_avium,Streptococcus_viridans,0.0688,+,0.007,Yes
Enterococcus_avium,Butyricicoccus_porcorum,0.0705,+,0.008,Yes
Enterococcus_avium,Butyribacterium_methylotrophicum,0.0244,+,0.042,Yes
Enterococcus_avium,Clostridium_butyricum,0.0818,+,0.004,Yes
Enterococcus_avium,Clostridium_cadaveris,0.2951,+,0.001,Yes
Enterococcus_avium,Clostridium_celatum,0.0521,+,0.006,Yes
Enterococcus_avium,Clostridium_paraputrificum,0.2036,+,0.001,Yes
Enterococcus_avium,Clostridium_perfringens,0.0493,+,0.022,Yes
Enterococcus_avium,Clostridium_sp_CAG_411,0.0483,+,0.015,Yes
Enterococcus_avium,Clostridium_sp_CAG_58,0.0965,-,0.003,Yes
Enterococcus_avium,Clostridium_sp_CAG_632,0.0591,+,0.005,Yes
Enterococcus_avium,Clostridium_sp_D5,0.0512,+,0.023,Yes
Enterococcus_avium,Clostridium_ventriculi,0.0664,+,0.007,Yes
Enterococcus_avium,Hungatella_hathewayi,0.1301,+,0.002,Yes
Enterococcus_avium,Mogibacterium_timidum,0.0665,+,0.005,Yes
Enterococcus_avium,Bacteroides_pectinophilus,0.0426,+,0.004,Yes
Enterococcus_avium,Clostridiales_bacterium_CHKCI001,0.0707,+,0.003,Yes
Enterococcus_avium,Clostridiales_bacterium_CHKCI006,0.0486,+,0.004,Yes
Enterococcus_avium,Lawsonibacter_asaccharolyticus,0.1205,-,0.003,Yes
Enterococcus_avium,Eubacteriaceae_bacterium_CHKCI005,0.052,+,0.018,Yes
Enterococcus_avium,Eubacterium_eligens,0.1226,-,0.001,Yes
Enterococcus_avium,Eubacterium_sp_An11,0.0457,+,0.014,Yes
Enterococcus_avium,Eubacterium_sp_CAG_38,0.0811,-,0.009,Yes
Enterococcus_avium,Pseudoramibacter_alactolyticus,0.0411,+,0.002,Yes
Enterococcus_avium,Anaerosporobacter_mobilis,0.2097,+,0.001,Yes
Enterococcus_avium,Anaerostipes_caccae,0.1323,+,0.001,Yes
Enterococcus_avium,Anaerostipes_hadrus,0.1027,-,0.009,Yes
Enterococcus_avium,Anaerostipes_sp_494a,0.0743,+,0.007,Yes
Enterococcus_avium,Blautia_hansenii,0.1439,+,0.001,Yes
Enterococcus_avium,Blautia_obeum,0.137,-,0.001,Yes
Enterococcus_avium,Blautia_producta,0.0598,+,0.045,Yes
Enterococcus_avium,Blautia_sp_CAG_257,0.1103,+,0.003,Yes
Enterococcus_avium,Blautia_sp_N6H1_15,0.152,+,0.004,Yes
Enterococcus_avium,Ruminococcus_gnavus,0.1315,+,0.002,Yes
Enterococcus_avium,Ruminococcus_torques,0.0961,-,0.003,Yes
Enterococcus_avium,Butyrivibrio_sp_CAG_318,0.0537,+,0.009,Yes
Enterococcus_avium,Coprococcus_catus,0.0734,-,0.02,Yes
Enterococcus_avium,Coprococcus_comes,0.0602,-,0.042,Yes
Enterococcus_avium,Dorea_formicigenerans,0.1039,-,0.002,Yes
Enterococcus_avium,Dorea_sp_D27,0.0697,+,0.006,Yes
Enterococcus_avium,Eisenbergiella_tayi,0.0679,-,0.029,Yes
Enterococcus_avium,Faecalicatena_orotica,0.0396,+,0.027,Yes
Enterococcus_avium,Clostridium_clostridioforme,0.1446,+,0.001,Yes
Enterococcus_avium,Clostridium_hylemonae,0.0449,+,0.015,Yes
Enterococcus_avium,Lachnoclostridium_sp_An118,0.0321,+,0.023,Yes
Enterococcus_avium,Lachnoclostridium_sp_An14,0.0524,+,0.02,Yes
Enterococcus_avium,Eubacterium_rectale,0.0779,-,0.029,Yes
Enterococcus_avium,Lachnospiraceae_bacterium_2_1_46FAA,0.0664,+,0.017,Yes
Enterococcus_avium,Lachnospiraceae_bacterium_oral_taxon_096,0.061,+,0.006,Yes
Enterococcus_avium,Marvinbryantia_formatexigens,0.0431,+,0.005,Yes
Enterococcus_avium,Murimonas_intestini,0.0684,+,0.039,Yes
Enterococcus_avium,Robinsoniella_sp_RHS,0.3111,+,0.001,Yes
Enterococcus_avium,Roseburia_faecis,0.0802,-,0.013,Yes
Enterococcus_avium,Roseburia_hominis,0.1231,-,0.001,Yes
Enterococcus_avium,Roseburia_inulinivorans,0.1178,-,0.002,Yes
Enterococcus_avium,Roseburia_sp_CAG_303,0.0664,+,0.007,Yes
Enterococcus_avium,Oscillibacter_sp_57_20,0.0853,-,0.008,Yes
Enterococcus_avium,Oscillibacter_sp_CAG_241,0.1035,-,0.002,Yes
Enterococcus_avium,Oscillibacter_sp_PC13,0.0538,+,0.014,Yes
Enterococcus_avium,Peptococcus_niger,0.0672,+,0.004,Yes
Enterococcus_avium,Clostridioides_difficile,0.213,+,0.001,Yes
Enterococcus_avium,Intestinibacter_bartlettii,0.1071,+,0.003,Yes
Enterococcus_avium,Clostridium_hiranonis,0.0626,+,0.018,Yes
Enterococcus_avium,Peptostreptococcus_anaerobius,0.0456,+,0.009,Yes
Enterococcus_avium,Peptostreptococcus_stomatis,0.0544,+,0.014,Yes
Enterococcus_avium,Romboutsia_ilealis,0.0449,+,0.039,Yes
Enterococcus_avium,Agathobaculum_butyriciproducens,0.0806,-,0.015,Yes
Enterococcus_avium,Anaerofilum_sp_An201,0.0374,+,0.02,Yes
Enterococcus_avium,Anaeromassilibacillus_sp_An172,0.0504,+,0.013,Yes
Enterococcus_avium,Anaerotruncus_colihominis,0.0579,-,0.046,Yes
Enterococcus_avium,Anaerotruncus_sp_CAG_528,0.0381,+,0.015,Yes
Enterococcus_avium,Faecalibacterium_prausnitzii,0.0743,-,0.047,Yes
Enterococcus_avium,Flavonifractor_plautii,0.0832,+,0.036,Yes
Enterococcus_avium,Gemmiger_formicilis,0.0965,-,0.002,Yes
Enterococcus_avium,Gemmiger_sp_An120,0.0809,+,0.004,Yes
Enterococcus_avium,Gemmiger_sp_An87,0.0654,+,0.009,Yes
Enterococcus_avium,Clostridium_leptum,0.1208,-,0.002,Yes
Enterococcus_avium,Eubacterium_siraeum,0.1167,-,0.002,Yes
Enterococcus_avium,Ruminococcus_bromii,0.0893,-,0.004,Yes
Enterococcus_avium,Ruminococcus_lactaris,0.0676,-,0.025,Yes
Enterococcus_avium,Ruminococcus_obeum_CAG_39,0.0438,+,0.024,Yes
Enterococcus_avium,Ruminococcus_sp_CAG_403,0.0267,+,0.031,Yes
Enterococcus_avium,Ruminococcus_sp_CAG_488,0.0715,+,0.006,Yes
Enterococcus_avium,Ruminococcus_sp_CAG_563,0.0606,+,0.006,Yes
Enterococcus_avium,Ruminococcus_sp_CAG_624,0.0442,+,0.007,Yes
Enterococcus_avium,Clostridium_innocuum,0.091,+,0.004,Yes
Enterococcus_avium,Clostridium_spiroforme,0.1343,+,0.002,Yes
Enterococcus_avium,Erysipelothrix_larvae,0.229,+,0.001,Yes
Enterococcus_avium,Faecalicoccus_pleomorphus,0.0232,+,0.028,Yes
Enterococcus_avium,Holdemania_filiformis,0.0651,-,0.024,Yes
Enterococcus_avium,Massiliomicrobiota_timonensis,0.0463,+,0.028,Yes
Enterococcus_avium,Firmicutes_bacterium_CAG_170,0.0379,+,0.027,Yes
Enterococcus_avium,Firmicutes_bacterium_CAG_238,0.0651,+,0.006,Yes
Enterococcus_avium,Firmicutes_bacterium_CAG_424,0.135,+,0.001,Yes
Enterococcus_avium,Firmicutes_bacterium_CAG_555,0.0396,+,0.013,Yes
Enterococcus_avium,Firmicutes_bacterium_CAG_83,0.074,-,0.023,Yes
Enterococcus_avium,Firmicutes_bacterium_CAG_94,0.0779,-,0.012,Yes
Enterococcus_avium,Megamonas_funiformis,0.0278,+,0.037,Yes
Enterococcus_avium,Megamonas_funiformis_CAG_377,0.0463,+,0.032,Yes
Enterococcus_avium,Megamonas_hypermegale,0.0389,+,0.033,Yes
Enterococcus_avium,Mitsuokella_jalaludinii,0.0654,+,0.004,Yes
Enterococcus_avium,Mitsuokella_multacida,0.0674,+,0.01,Yes
Enterococcus_avium,Anaeroglobus_geminatus,0.0379,+,0.018,Yes
Enterococcus_avium,Dialister_invisus,0.1219,+,0.001,Yes
Enterococcus_avium,Megasphaera_elsdenii,0.0251,+,0.028,Yes
Enterococcus_avium,Megasphaera_micronuciformis,0.0694,+,0.007,Yes
Enterococcus_avium,Megasphaera_stantonii,0.0771,+,0.006,Yes
Enterococcus_avium,Veillonella_seminalis,0.0853,+,0.008,Yes
Enterococcus_avium,Veillonella_sp_CAG_933,0.0811,+,0.012,Yes
Enterococcus_avium,Veillonella_sp_T11011_6,0.0315,+,0.012,Yes
Enterococcus_avium,Veillonella_tobetsuensis,0.0559,+,0.014,Yes
Enterococcus_avium,Parvimonas_micra,0.0606,+,0.004,Yes
Enterococcus_avium,Peptoniphilus_coxii,0.048,+,0.008,Yes
Enterococcus_avium,Peptoniphilus_harei,0.0526,+,0.009,Yes
Enterococcus_avium,Fusobacterium_mortiferum,0.0467,+,0.008,Yes
Enterococcus_avium,Fusobacterium_naviforme,0.0561,+,0.005,Yes
Enterococcus_avium,Fusobacterium_nucleatum,0.3133,+,0.001,Yes
Enterococcus_avium,Fusobacterium_sp_CAG_439,0.0404,+,0.018,Yes
Enterococcus_avium,Fusobacterium_ulcerans,0.0586,+,0.02,Yes
Enterococcus_avium,Fusobacterium_varium,0.0849,+,0.031,Yes
Enterococcus_avium,Victivallis_vadensis,0.0284,+,0.022,Yes
Enterococcus_avium,Oligella_urethralis,0.0552,+,0.005,Yes
Enterococcus_avium,Lautropia_mirabilis,0.0673,+,0.007,Yes
Enterococcus_avium,Comamonas_kerstersii,0.0551,+,0.005,Yes
Enterococcus_avium,Bilophila_wadsworthia,0.0921,-,0.005,Yes
Enterococcus_avium,Desulfovibrionaceae_bacterium,0.0356,+,0.03,Yes
Enterococcus_avium,Campylobacter_concisus,0.0719,+,0.009,Yes
Enterococcus_avium,Campylobacter_gracilis,0.0709,+,0.025,Yes
Enterococcus_avium,Campylobacter_hominis,0.0384,+,0.01,Yes
Enterococcus_avium,Aeromonas_allosaccharophila,0.0712,+,0.002,Yes
Enterococcus_avium,Aeromonas_veronii,0.048,+,0.006,Yes
Enterococcus_avium,Anaerobiospirillum_thomasii,0.0757,+,0.004,Yes
Enterococcus_avium,Succinatimonas_hippei,0.0731,+,0.004,Yes
Enterococcus_avium,Citrobacter_amalonaticus,0.0844,+,0.005,Yes
Enterococcus_avium,Citrobacter_braakii,0.0549,+,0.012,Yes
Enterococcus_avium,Citrobacter_europaeus,0.0619,+,0.009,Yes
Enterococcus_avium,Citrobacter_farmeri,0.1852,+,0.001,Yes
Enterococcus_avium,Citrobacter_freundii,0.0731,+,0.019,Yes
Enterococcus_avium,Citrobacter_koseri,0.0508,+,0.007,Yes
Enterococcus_avium,Citrobacter_pasteurii,0.0639,+,0.005,Yes
Enterococcus_avium,Citrobacter_portucalensis,0.0877,+,0.002,Yes
Enterococcus_avium,Citrobacter_werkmanii,0.0788,+,0.014,Yes
Enterococcus_avium,Citrobacter_youngae,0.0796,+,0.015,Yes
Enterococcus_avium,Enterobacter_cloacae_complex,0.0278,+,0.039,Yes
Enterococcus_avium,Enterobacter_mori,0.0686,+,0.003,Yes
Enterococcus_avium,Klebsiella_michiganensis,0.0423,+,0.01,Yes
Enterococcus_avium,Kluyvera_ascorbata,0.052,+,0.012,Yes
Enterococcus_avium,Pluralibacter_gergoviae,0.0613,+,0.006,Yes
Enterococcus_avium,Raoultella_ornithinolytica,0.0743,+,0.008,Yes
Enterococcus_avium,Raoultella_planticola,0.0596,+,0.012,Yes
Enterococcus_avium,Hafnia_paralvei,0.0488,+,0.014,Yes
Enterococcus_avium,Morganella_morganii,0.073,+,0.007,Yes
Enterococcus_avium,Proteus_mirabilis,0.0863,+,0.018,Yes
Enterococcus_avium,Aggregatibacter_segnis,0.0656,+,0.005,Yes
Enterococcus_avium,Haemophilus_sputorum,0.062,+,0.01,Yes
Enterococcus_avium,Pseudomonas_aeruginosa_group,0.0425,+,0.015,Yes
Enterococcus_avium,Pseudomonas_fragi,0.0618,+,0.009,Yes
Enterococcus_avium,Pseudomonas_helleri,0.0601,+,0.006,Yes
Enterococcus_avium,Fretibacterium_fastidiosum,0.0611,+,0.003,Yes
Enterococcus_avium,Pyramidobacter_piscolens,0.0656,+,0.014,Yes
Enterococcus_avium,Pyramidobacter_sp_C12_8,0.0717,+,0.007,Yes
Enterococcus_avium,Akkermansia_muciniphila,0.0716,-,0.028,Yes
Enterococcus_avium,Candida_albicans,0.044,+,0.006,Yes
Enterococcus_avium,Saccharomyces_cerevisiae,0.0585,+,0.015,Yes
Enterococcus_avium,Blastocystis_sp_subtype_1,0.0626,+,0.009,Yes
Enterococcus_casseliflavus,Enterococcus_gallinarum,0.1267,+,0.006,No
Enterococcus_casseliflavus,Enterococcus_raffinosus,0.0699,+,0.011,No
Enterococcus_casseliflavus,Lactobacillus_acidophilus,0.0812,+,0.008,No
Enterococcus_casseliflavus,Lactobacillus_algidus,0.0476,+,0.029,No
Enterococcus_casseliflavus,Lactobacillus_amylovorus,0.0408,+,0.009,No
Enterococcus_casseliflavus,Lactobacillus_crispatus,0.032,+,0.012,No
Enterococcus_casseliflavus,Lactobacillus_farciminis,0.0508,+,0.007,No
Enterococcus_casseliflavus,Lactobacillus_fuchuensis,0.0779,+,0.01,No
Enterococcus_casseliflavus,Lactobacillus_helveticus,0.0669,+,0.007,No
Enterococcus_casseliflavus,Lactobacillus_kalixensis,0.0393,+,0.004,No
Enterococcus_casseliflavus,Lactobacillus_mucosae,0.0724,+,0.015,No
Enterococcus_casseliflavus,Lactobacillus_pentosus,0.0552,+,0.011,No
Enterococcus_casseliflavus,Lactobacillus_sakei,0.028,+,0.029,No
Enterococcus_casseliflavus,Pediococcus_acidilactici,0.0423,+,0.031,No
Enterococcus_casseliflavus,Pediococcus_argentinicus,0.1356,+,0.001,No
Enterococcus_casseliflavus,Leuconostoc_carnosum,0.0531,+,0.007,No
Enterococcus_casseliflavus,Leuconostoc_citreum,0.0988,+,0.008,No
Enterococcus_casseliflavus,Leuconostoc_gelidum,0.0431,+,0.045,No
Enterococcus_casseliflavus,Leuconostoc_lactis,0.0431,+,0.006,No
Enterococcus_casseliflavus,Weissella_cibaria,0.0229,+,0.038,No
Enterococcus_casseliflavus,Weissella_confusa,0.0338,-,0.036,No
Enterococcus_casseliflavus,Streptococcus_agalactiae,0.0338,+,0.008,No
Enterococcus_casseliflavus,Streptococcus_cristatus,0.0302,+,0.029,No
Enterococcus_casseliflavus,Streptococcus_downei,0.0507,+,0.013,No
Enterococcus_casseliflavus,Streptococcus_gordonii,0.114,-,0.002,No
Enterococcus_casseliflavus,Streptococcus_infantarius,0.0599,+,0.007,No
Enterococcus_casseliflavus,Streptococcus_milleri,0.0388,+,0.037,No
Enterococcus_casseliflavus,Streptococcus_parasanguinis,0.1401,-,0.001,No
Enterococcus_casseliflavus,Streptococcus_pasteurianus,0.0541,+,0.048,No
Enterococcus_casseliflavus,Streptococcus_salivarius,0.1089,-,0.005,No
Enterococcus_casseliflavus,Streptococcus_sanguinis,0.0604,-,0.035,No
Enterococcus_casseliflavus,Streptococcus_sobrinus,0.0459,+,0.012,No
Enterococcus_casseliflavus,Streptococcus_sp_HMSC071D03,0.0619,+,0.018,No
Enterococcus_casseliflavus,Streptococcus_sp_HPH0090,0.0524,+,0.022,No
Enterococcus_casseliflavus,Streptococcus_vestibularis,0.0642,-,0.034,Yes
Enterococcus_casseliflavus,Streptococcus_viridans,0.0502,+,0.019,No
Enterococcus_casseliflavus,Butyricicoccus_porcorum,0.0625,+,0.013,No
Enterococcus_casseliflavus,Butyricicoccus_pullicaecorum,0.0934,+,0.011,Yes
Enterococcus_casseliflavus,Clostridium_butyricum,0.0802,+,0.005,No
Enterococcus_casseliflavus,Clostridium_cadaveris,0.0721,+,0.009,No
Enterococcus_casseliflavus,Clostridium_celatum,0.0545,+,0.022,No
Enterococcus_casseliflavus,Clostridium_paraputrificum,0.0306,+,0.034,No
Enterococcus_casseliflavus,Clostridium_perfringens,0.0396,+,0.03,No
Enterococcus_casseliflavus,Clostridium_sp_CAG_411,0.0459,+,0.03,No
Enterococcus_casseliflavus,Clostridium_sp_CAG_413,0.0276,+,0.03,No
Enterococcus_casseliflavus,Clostridium_sp_CAG_632,0.06,+,0.01,No
Enterococcus_casseliflavus,Clostridium_sp_D5,0.0515,+,0.026,No
Enterococcus_casseliflavus,Clostridium_ventriculi,0.0511,+,0.009,No
Enterococcus_casseliflavus,Mogibacterium_timidum,0.0545,+,0.01,No
Enterococcus_casseliflavus,Bacteroides_pectinophilus,0.0442,+,0.008,No
Enterococcus_casseliflavus,Clostridiales_bacterium_CHKCI001,0.0564,+,0.011,No
Enterococcus_casseliflavus,Clostridiales_bacterium_CHKCI006,0.0556,+,0.01,No
Enterococcus_casseliflavus,Lawsonibacter_asaccharolyticus,0.1074,-,0.004,No
Enterococcus_casseliflavus,Eubacterium_sp_An11,0.0471,+,0.027,No
Enterococcus_casseliflavus,Pseudoramibacter_alactolyticus,0.0415,+,0.007,No
Enterococcus_casseliflavus,Anaerosporobacter_mobilis,0.0682,+,0.007,No
